index,time,longitude,latitude,magnitude,time_days,x,y
522579,2013-06-27 05:05:13.604,-116.74966,33.66118,1.51,15883.21196300926,19.95622960293045,-22.947367211711985
522754,2013-06-28 02:48:12.838,-116.83542,33.97878,1.0,15884.11681525463,55.29395348579745,-30.77036394570262
522756,2013-06-28 02:48:39.604,-116.83557,33.97844,1.41,15884.117125046298,55.25619190623249,-30.78431780684738
522781,2013-06-28 05:49:24.016,-116.90277,33.46111,1.07,15884.242639074075,-2.246154674801445,-37.20380838255426
522836,2013-06-28 13:33:08.400,-116.96889,33.98917,1.16,15884.564680555557,56.496925060527985,-43.072156209793135
522838,2013-06-28 14:23:50.724,-116.46355,33.49875,1.01,15884.59989263889,1.8680533640431285,3.539028691603915
522854,2013-06-28 17:45:25.004,-116.69222,33.63455,2.6,15884.739872731481,16.983870947484434,-17.636696589768402
522856,2013-06-28 17:45:47.680,-116.69153,33.63421,3.41,15884.740135185186,16.94594756997304,-17.572886051949464
522858,2013-06-28 17:46:55.282,-116.69383,33.63557,1.58,15884.740917615738,17.097564652489613,-17.78553913284845
522859,2013-06-28 17:47:45.918,-116.69362,33.63545,1.57,15884.741503680558,17.084185275643218,-17.766122401326413
522863,2013-06-28 17:49:01.965,-116.68854,33.63191,1.32,15884.742383854165,16.68969673998208,-17.296533676466144
522876,2013-06-28 17:54:00.408,-116.69117,33.63233,1.16,15884.745838055556,16.736840256328968,-17.539939667956165
522877,2013-06-28 17:54:23.598,-116.68997,33.63275,1.02,15884.746106458333,16.78333982052719,-17.42875659278556
522917,2013-06-28 19:52:31.535,-116.47176,33.50614,1.91,15884.828142766204,2.68953415435152,2.7775176263811137
522965,2013-06-28 23:55:03.482,-116.69448,33.63463,1.04,15884.996568078703,16.993153115969648,-17.845909579936617
523005,2013-06-29 04:21:07.271,-116.42971,33.05275,2.19,15885.181334155095,-47.723216604669226,6.711108514194192
523006,2013-06-29 04:22:00.390,-116.42963,33.05232,1.6,15885.181948958334,-47.771025267956205,6.718597527927421
523065,2013-06-29 10:19:09.377,-116.44493840013145,33.52809941844265,1.21,15885.429969641202,5.1323486274967545,5.2630079469083535
523108,2013-06-29 15:45:40.022,-116.4715,33.50679,1.3,15885.656713217593,2.7618178410053815,2.8016030854788596
523203,2013-06-29 20:31:52.774,-116.00046,33.24737,1.9,15885.855471921299,-25.972521813163716,46.61361692407867
523241,2013-06-30 01:09:40.599,-116.00086,33.24806,2.46,15886.0483865625,-25.89597660682452,46.57605133745519
523252,2013-06-30 02:46:01.747,-116.00066,33.24961,1.54,15886.115297997685,-25.72353540571061,46.59382164527819
523276,2013-06-30 05:56:11.164,-116.44881,33.47846,1.85,15886.247351435186,-0.38749227556461474,4.9069476485114185
523314,2013-06-30 09:35:47.555,-116.4045,33.04252,1.1,15886.39985596065,-48.858833631054196,9.061761300568081
523333,2013-06-30 11:13:57.453,-116.90192,33.33827,1.37,15886.468026076387,-15.905619721634364,-37.17751616969158
523496,2013-07-01 11:47:04.253,-116.45761,33.5033,1.86,15887.49102144676,2.374208461417615,4.089601477690463
523543,2013-07-01 23:44:24.591,-116.44638,33.52971,1.1,15887.989173506945,5.311364964295551,5.129285135938536
523553,2013-07-02 00:39:09.335,-116.77506949690358,33.279595120482455,1.31,15888.027191377316,-22.468126944295005,-25.410687698095284
523585,2013-07-02 03:54:34.776,-116.75108,33.64537,1.28,15888.1629025,18.198554193071868,-23.083022932351078
523663,2013-07-02 15:20:29.366,-116.71805,33.67913,2.27,15888.63922877315,21.94562814659212,-20.017665914718535
523688,2013-07-02 19:08:59.835,-116.77454,33.67749,1.12,15888.797914756944,21.775599473887716,-25.245249222115742
523694,2013-07-02 20:28:13.957,-116.42432,33.18657,1.1,15888.85293931713,-32.84275248927215,7.202443460073752
523739,2013-07-03 07:07:35.018,-116.69173,33.21752,1.04,15889.296933078702,-29.387814200340404,-17.6760883713082
523838,2013-07-03 21:49:57.394,-116.43774,33.51962,1.45,15889.909692060182,4.189868418270845,5.9308359381591345
523848,2013-07-03 23:23:46.425,-116.47187,33.50658,1.43,15889.974842881944,2.738456984372703,2.7673046574031823
523857,2013-07-04 01:10:39.578,-116.07235,33.74754,1.39,15890.049069189812,29.613840822871015,39.698365649372576
523876,2013-07-04 03:53:00.213,-116.09531,33.81129,1.11,15890.161808020832,36.69394238495416,37.547659055236494
523962,2013-07-04 16:38:58.212,-116.28941,33.36785,1.01,15890.693729305554,-12.667881442782608,19.715912448988345
523983,2013-07-04 20:30:29.579,-116.41778,33.04503,1.79,15890.854509016204,-48.5808097724822,7.823684476948573
523987,2013-07-04 20:50:22.635,-116.77092775688463,33.27872641459587,1.48,15890.868317534721,-22.565726442393395,-25.02592455369512
524000,2013-07-04 22:45:14.424,-116.41785,33.04498,1.04,15890.94808361111,-48.586374769068364,7.817164290774007
524006,2013-07-04 23:02:07.203,-116.44595,33.45789,1.47,15890.959805590279,-2.6746330651348553,5.173431721853773
524008,2013-07-04 23:26:16.985,-116.78635,33.98815,1.2,15890.976585474536,56.32232079280796,-26.242810507806496
524113,2013-07-05 10:20:57.945,-116.35234,33.3293,1.84,15891.431226215276,-16.96461045793171,13.878062607929122
524120,2013-07-05 10:44:24.491,-116.33841,33.02394,1.35,15891.447505682872,-50.91713813533801,15.225351000991063
524163,2013-07-05 18:34:43.862,-116.45143,33.52233,1.21,15891.77411877315,4.490508302438489,4.661588001104058
524229,2013-07-06 04:32:00.175,-116.41159,33.3382,1.16,15892.18889091435,-15.981314292826266,8.372504569153476
524346,2013-07-06 22:56:51.615,-116.59804,33.83757,1.0,15892.956152951389,39.54660648381534,-8.896527624562307
524440,2013-07-07 08:19:16.921,-116.47925,33.51358,2.65,15893.346723622686,3.516649100706004,2.082886036726872
524442,2013-07-07 08:23:10.459,-116.47888,33.51448,1.14,15893.349426608798,3.616732015249835,2.117166468538179
524447,2013-07-07 08:41:56.197,-116.58822,33.47401,1.01,15893.362455983797,-0.8802184275367803,-8.023314066234892
524477,2013-07-07 10:25:28.990,-116.45409,33.52329,1.4,15893.434363310185,4.597139153167776,4.414957161960386
524507,2013-07-07 12:06:03.211,-116.41805,33.04518,1.49,15893.504203831018,-48.56415076319468,7.798504670229401
524533,2013-07-07 15:18:48.443,-116.78644,33.68557,1.32,15893.638060682872,22.677014418619414,-26.34392201452561
524540,2013-07-07 15:49:39.919,-116.74928,33.23428,1.17,15893.659489803242,-27.512936665039888,-23.025280653125375
524594,2013-07-08 03:27:09.638,-116.71742,33.67897,1.18,15894.143861550927,21.927715507209943,-19.959408132184176
524606,2013-07-08 04:32:21.961,-116.44118,33.52754,2.34,15894.18914306713,5.070340978111572,5.61142446678194
524654,2013-07-08 11:57:46.178,-116.47312,33.50583,1.45,15894.498451134259,2.655028173960305,2.651431600791042
524701,2013-07-08 23:12:23.086,-116.09365,33.16584,1.09,15894.966933865742,-35.07608787778498,37.98305174282062
524750,2013-07-09 07:29:16.530,-116.41678,33.044,1.35,15895.311996875,-48.69526505020182,7.916986581562623
524864,2013-07-10 00:39:28.547,-116.84579,33.96828,1.16,15896.027413738428,54.12954213328756,-31.73046704554058
524865,2013-07-10 00:39:32.030,-116.81035,33.87039,1.4,15896.027454050929,43.23436905007588,-28.494791710263566
524980,2013-07-10 20:04:40.651,-116.25464,33.36635,1.18,15896.836581608797,-12.827539806587284,22.945224966292947
524985,2013-07-10 20:32:09.419,-116.39424,33.3292,1.87,15896.855664571762,-16.980537150348372,9.985298205870832
524988,2013-07-10 21:04:47.306,-116.32319,33.99484,1.04,15896.878325300922,57.0443038002491,16.458667688821706
525038,2013-07-11 06:05:16.221,-116.43733,33.5253,1.5,15897.253659965278,4.821479068536257,5.968452270722243
525122,2013-07-11 16:35:32.097,-116.41649,33.04359,1.02,15897.691343715276,-48.74083290797347,7.944054678391821
525169,2013-07-12 00:34:23.760,-116.47932,33.51398,1.96,15898.02388611111,3.5611256679567034,2.0763867862360352
525214,2013-07-12 04:55:52.165,-116.31345,33.36693,1.48,15898.205464872684,-12.774481686951809,17.483621281080076
525256,2013-07-12 06:56:48.651,-116.85512,33.84351,1.59,15898.289451979166,40.25867295969255,-32.63843871723543
525312,2013-07-12 15:49:10.055,-116.41678,33.04382,1.53,15898.659144155094,-48.71528013551214,7.917002824113853
525359,2013-07-12 23:11:13.809,-116.69325,33.67954,1.03,15898.966132048612,21.9867042377313,-17.722799173671472
525367,2013-07-13 00:34:37.580,-116.41797,33.04431,1.1,15899.024046064815,-48.66088435549066,7.806038797236805
525369,2013-07-13 01:38:17.236,-116.37572,33.33595,1.15,15899.068255046297,-16.228040127553825,11.705017772347508
525402,2013-07-13 05:43:30.688,-116.99643,33.87569,1.05,15899.238549629628,43.89037177757448,-45.671836646126636
525452,2013-07-13 10:05:51.763,-116.75094,33.63901,1.6,15899.420737997685,17.491323804067285,-23.071765271728037
525488,2013-07-13 16:03:29.435,-116.43951,33.52679,1.46,15899.669090682872,4.987036297688223,5.766274032239668
525490,2013-07-13 17:07:10.943,-116.41665,33.04399,1.92,15899.713321099538,-48.69636712027411,7.929104818336949
525524,2013-07-14 02:52:03.525,-116.46574,33.48292,1.36,15900.119485243054,0.10776520446599498,3.3365703279855365
525530,2013-07-14 04:16:12.661,-116.5503,33.15106,1.06,15900.17792431713,-36.79290626092121,-4.5229185233927955
525537,2013-07-14 05:49:12.565,-116.47103,33.50777,1.68,15900.242506539349,2.8708016479679865,2.8451476747661086
525540,2013-07-14 06:00:35.375,-116.4164,33.04323,1.07,15900.25040943287,-48.78085621736098,7.952476270576276
525579,2013-07-14 10:09:42.357,-116.50792,33.0888,1.03,15900.42340690972,-43.71693999205806,-0.5779025505402614
525630,2013-07-14 16:29:36.630,-116.7097,33.8295,1.1,15900.687229513891,38.664419896160574,-19.211383379650883
525667,2013-07-14 23:25:24.337,-116.42311,33.3654,1.44,15900.975976122683,-12.957680723397251,7.300048573749772
525728,2013-07-15 06:46:40.481,-116.4804612333612,33.51745118317966,1.16,15901.282412974537,3.9470813837305387,1.9705052574697124
525741,2013-07-15 08:31:01.536,-116.03432,33.75927,1.13,15901.35487888889,30.9333698459182,43.20861951123571
525776,2013-07-15 12:41:37.422,-116.41735,33.04496,2.34,15901.528905347224,-48.58856106637387,7.863770690166485
525778,2013-07-15 12:45:25.408,-116.41772,33.04423,1.25,15901.531544074074,-48.669761203193005,7.829348417673347
525785,2013-07-15 13:06:14.454,-116.41783,33.04553,2.01,15901.546000625003,-48.52521606419527,7.818979457410588
525828,2013-07-15 20:07:39.594,-116.40802,33.4689,1.28,15901.838652708331,-1.4478456480878343,8.691053203147813
525890,2013-07-16 05:28:23.170,-116.42962,33.0529,1.03,15902.228045949072,-47.70653156941301,6.719485110052153
525915,2013-07-16 09:40:17.626,-116.53775,33.88735,1.1,15902.402981782407,45.07833053408202,-3.3261346234877953
526012,2013-07-17 00:52:57.563,-116.95006,33.9394,2.08,15903.036777349536,50.95508069136451,-41.36018328479656
526019,2013-07-17 01:53:58.269,-116.88964,33.45088,1.11,15903.079146631944,-3.388302481997874,-35.99005288403348
526045,2013-07-17 05:49:24.003,-116.37173,33.97718,1.25,15903.242638923612,55.0739252604307,11.986171867107732
526082,2013-07-17 10:17:38.066,-116.47153,33.51299,1.94,15903.428912800926,3.4512255702281,2.7986211090488315
526110,2013-07-17 14:07:52.304,-116.33866,33.32432,2.92,15903.588799814814,-17.516451899387334,15.149887973745786
526127,2013-07-17 17:50:12.812,-116.80217,33.91958,1.48,15903.743203842592,48.7018195871298,-27.723630765200127
526146,2013-07-17 20:58:21.784,-116.41995,33.04784,1.11,15903.87386324074,-48.26851278452371,7.621176485285835
526150,2013-07-17 21:58:02.943,-116.45098,33.51652,1.86,15903.91531184028,3.8444860924940394,4.703618789310159
526174,2013-07-17 23:46:25.095,-116.45075,33.51647,1.13,15903.990568229166,3.83893678910469,4.7249439374103135
526181,2013-07-18 00:24:25.085,-116.26551,33.24086,1.15,15904.016957002315,-26.783729072695323,21.967401173275277
526207,2013-07-18 04:19:41.774,-116.47223,33.50805,2.61,15904.180344606484,2.901903989268556,2.7338801733579357
526266,2013-07-18 11:01:06.992,-116.87391,33.97753,2.27,15904.459108703704,55.16707403482347,-34.31996810261814
526300,2013-07-18 17:17:38.639,-116.31441,33.48561,1.25,15904.720586099538,0.4219661065638454,17.370693184689607
526343,2013-07-19 02:21:40.190,-116.97156,33.98776,1.29,15905.098381828704,56.34125605858667,-43.31903720648939
526342,2013-07-19 02:21:40.387,-116.97059,33.98767,1.2,15905.098384108796,56.33084257182512,-43.229650440560675
526344,2013-07-19 02:22:03.221,-116.97066,33.98774,1.94,15905.098648391204,56.33865546512421,-43.236068870483535
526364,2013-07-19 04:26:10.064,-116.56587,33.49436,1.39,15905.184838703703,1.3810947851239281,-5.948916257158373
526369,2013-07-19 04:54:03.694,-116.47276,33.50719,1.14,15905.2042094213,2.806262524041314,2.6847677656653826
526485,2013-07-19 22:14:39.869,-116.48857193925156,33.490734348808466,1.3,15905.926850335647,0.976180387131638,1.21897695184854
526487,2013-07-19 22:25:57.509,-116.70251,33.63986,1.11,15905.934693391202,17.57611274474949,-18.588194355018118
526508,2013-07-20 01:24:00.081,-116.48093228945314,33.51562524002348,1.49,15906.058334270832,3.744036929225458,1.926876575500108
526565,2013-07-20 10:09:43.520,-116.73193,33.65341,1.04,15906.42342037037,19.088462208768448,-21.308363231533445
526600,2013-07-20 14:25:40.993,-116.43807,33.51934,1.11,15906.601168900463,4.158715037919842,5.900263093565105
526615,2013-07-20 19:26:33.956,-116.48997,33.50809,1.43,15906.810115231483,2.906025209304982,1.0891111285961697
526669,2013-07-21 05:23:01.990,-116.95662,33.8192,1.25,15907.224328587963,37.592124989985805,-42.02429868339367
526721,2013-07-21 13:31:50.962,-116.41623,33.04308,1.06,15907.563784282405,-48.79752247536229,7.96833577569424
526758,2013-07-21 22:55:51.690,-116.76264,33.66435,1.28,15907.955459374998,20.311664887779873,-24.147787303465012
526770,2013-07-22 01:59:47.599,-116.73694,33.94693,3.19,15908.083189803241,51.72741685551375,-21.69775038582373
526798,2013-07-22 06:08:30.862,-116.89199,33.94332,1.04,15908.255912754632,51.36924881445915,-36.00153373489641
526857,2013-07-22 13:10:13.455,-116.17223012603498,33.29307588545347,1.15,15908.54876684028,-20.954018550575036,30.6241194389732
526895,2013-07-22 19:47:25.067,-116.77387,33.28538,1.38,15908.824595682872,-21.825170514857163,-25.297503806620536
526939,2013-07-23 04:08:39.536,-116.41669,33.0438,1.27,15909.172679814816,-48.717497196136804,7.92539357083431
526953,2013-07-23 07:14:01.731,-116.45743,33.48265,1.22,15909.301408923611,0.0780403794205329,4.107270456420159
526958,2013-07-23 08:08:18.401,-116.07207,33.2257,1.49,15909.339101863427,-28.411894085669505,39.96432009821197
527090,2013-07-24 05:06:46.139,-116.79326,33.92811,1.18,15910.213034016206,49.647959186031166,-26.898799775357794
527166,2013-07-24 16:15:39.079,-116.71864,33.70426,1.25,15910.677535636574,24.740069226594706,-20.066401595009296
527226,2013-07-24 23:53:37.929,-116.72647,33.94788,1.48,15910.995577881944,51.830904536540544,-20.73173455867539
527227,2013-07-24 23:53:42.759,-116.72642,33.94882,1.15,15910.995633784723,51.935417684762236,-20.726894455865633
527229,2013-07-24 23:53:57.504,-116.72041,33.94198,1.61,15910.995804444445,51.17365658060503,-20.174140124706955
527230,2013-07-24 23:54:03.279,-116.72647,33.94784,1.31,15910.995871284722,51.826456741999436,-20.731744262748034
527237,2013-07-25 00:00:52.945,-116.66204,33.0356,1.28,15911.00061278935,-49.62103729480293,-14.945191784780334
527293,2013-07-25 06:52:11.549,-116.7926,33.68661,1.25,15911.286244780093,22.794239271397966,-26.913547575790783
527304,2013-07-25 07:44:30.767,-116.41713,33.04278,1.2,15911.322578321759,-48.830949373238056,7.884472626332201
527504,2013-07-26 12:39:28.254,-116.47304,33.50695,1.03,15912.527410347224,2.7795685373197947,2.6588146101251753
527534,2013-07-26 20:51:14.861,-116.41622,33.04257,1.07,15912.868922002313,-48.85423111935975,7.969314211094348
527596,2013-07-27 05:34:08.916,-116.25617,33.2581,1.45,15913.232047638887,-24.864719439786253,22.831512355839127
527663,2013-07-27 17:11:22.376,-116.34818,33.92908,1.13,15913.716231203704,49.72842778154086,14.165703657018085
527799,2013-07-28 17:12:58.905,-116.56653,33.44379,1.45,15914.7173484375,-4.241994391746719,-6.01362633820397
527833,2013-07-28 20:19:33.448,-116.54856,33.48104,1.51,15914.846914907406,-0.10087943541742937,-4.344429767181431
527838,2013-07-28 21:23:43.499,-116.32565,33.3466,1.49,15914.89147568287,-15.03705900252862,16.354478961068814
527845,2013-07-28 22:59:26.081,-116.70953,33.99848,1.27,15914.957940752312,57.454097542522476,-19.15779771899907
527856,2013-07-29 02:34:51.144,-116.56340698791824,33.44003546687269,1.41,15915.10753638889,-4.659655824677562,-5.724108505894887
527966,2013-07-29 16:40:09.132,-116.51304,33.46844,1.61,15915.69455013889,-1.5028579922589658,-1.0503094839049156
527972,2013-07-29 17:14:50.453,-116.94828,33.98464,1.45,15915.718639502313,55.984817006037204,-41.17416476327584
527991,2013-07-29 20:11:19.680,-116.33897,33.32326,1.25,15915.8412,-17.634363602451835,15.121269556203638
528019,2013-07-30 00:47:46.946,-116.45164,33.50412,1.01,15916.033182245368,2.4656393352222747,4.643097869918343
528022,2013-07-30 01:03:08.251,-116.45153,33.5041,1.31,15916.043845497687,2.4634203601348585,4.653298083333861
528030,2013-07-30 01:54:58.778,-116.45203,33.50442,1.83,15916.079846967592,2.4989804412041385,4.606921318331911
528140,2013-07-30 15:51:00.832,-116.4521,33.50451,1.22,15916.660426296297,2.508984880424228,4.600426195589968
528154,2013-07-30 18:03:06.323,-116.41787,33.04305,1.03,15916.752156516202,-48.800982461347424,7.8154720281046535
528186,2013-07-31 00:16:06.735,-116.31802,33.34537,1.14,15917.011189062501,-15.172602645317802,17.063454227397024
528188,2013-07-31 00:41:18.210,-116.31769,33.3452,1.12,15917.028682986109,-15.191451574485185,17.094141047757173
528282,2013-07-31 14:17:43.610,-116.426,33.46158,1.36,15917.595643634259,-2.2631525449451075,7.023873020095162
528284,2013-07-31 14:18:50.032,-116.42612,33.46147,1.16,15917.596412407409,-2.2753920934161784,7.012750120923226
528316,2013-07-31 21:01:06.141,-116.77409,33.28497,1.22,15917.875765520834,-21.870706882346173,-25.31807261003
528325,2013-07-31 23:11:18.950,-116.70957,33.98457,1.45,15917.966191550926,55.90738431877447,-19.164608455537316
528331,2013-08-01 00:02:06.126,-116.72274,33.66829,1.01,15918.001459791669,20.741191148937908,-20.454212548160548
528453,2013-08-01 19:03:05.163,-116.0416150136997,33.23831151719111,1.38,15918.793809756946,-26.99745342448052,42.79093859704042
528458,2013-08-01 20:32:22.467,-116.32374,33.30734,1.26,15918.855815590277,-19.40226829271234,16.539355268758122
528528,2013-08-02 10:12:21.365,-116.4753870160548,33.50204462225557,1.45,15919.425247280093,2.234057783831296,2.441346002946975
528543,2013-08-02 12:27:55.540,-116.79098,33.93266,1.49,15919.519392824073,50.15330509220533,-26.687019242997707
528548,2013-08-02 13:08:11.364,-116.72179,33.65338,1.37,15919.54735375,19.083088701269876,-20.369820696994
528605,2013-08-03 03:32:40.996,-116.29294,33.30868,1.49,15920.147696712964,-19.24794603639629,19.401291417239374
528669,2013-08-03 11:38:05.282,-116.38134,33.25544,1.15,15920.48478335648,-25.18096074473366,11.193266177555712
528772,2013-08-04 05:30:22.265,-116.56722,33.44413,1.36,15921.229424363424,-4.2041479672207815,-6.077623488797424
528901,2013-08-04 14:23:30.757,-116.51808,33.51683,1.37,15921.599661539352,3.87792679843121,-1.5169602021432251
528919,2013-08-04 17:36:03.340,-116.21054,33.28801,1.32,15921.73337199074,-21.527940701773556,27.064994798274366
528978,2013-08-05 02:18:48.620,-116.97485,33.98895,1.22,15922.096396064813,56.47496086664353,-43.62176139821019
528983,2013-08-05 02:52:55.621,-116.73265,33.99466,1.26,15922.120088206018,57.03385563731917,-21.29012486748379
529025,2013-08-05 08:19:23.383,-116.77676,33.28229,1.07,15922.346798414354,-22.168056103935417,-25.567044655096673
529070,2013-08-05 12:52:31.957,-116.4525,33.51762,1.74,15922.536480983796,3.9667326793422455,4.562647413879716
529097,2013-08-05 19:13:34.209,-116.87302,33.9786,1.16,15922.801090381943,55.28575738043553,-34.23747239401642
529124,2013-08-06 01:49:34.107,-116.85228,33.61677,1.0,15923.07608920139,15.045479000052234,-32.461626118587624
529167,2013-08-06 08:04:59.029,-116.44591,33.15286,1.77,15923.33679431713,-36.59241841068179,5.1953111856043135
529183,2013-08-06 10:08:27.651,-116.72797,33.30371,2.15,15923.422542256945,-19.79718837644873,-21.02653424924478
529184,2013-08-06 10:15:15.445,-116.72848,33.30381,1.37,15923.427262094907,-19.78596568355146,-21.073906139708637
529245,2013-08-06 17:05:56.922,-116.4566,33.16313,1.05,15923.712464375,-35.45092867091613,4.199637618329686
529277,2013-08-06 23:25:59.902,-116.3028,33.0195,1.18,15923.976387754632,-51.405077214678165,18.546260943136613
529286,2013-08-07 01:01:21.552,-116.45664,33.16352,1.17,15924.042610555556,-35.40756426249381,4.195895558746025
529529,2013-08-08 06:27:07.353,-116.75155,33.66503,1.17,15925.268835104165,20.384749615612268,-23.12125502302054
529622,2013-08-08 15:13:36.833,-116.47188,33.50604,1.01,15925.634454085648,2.6784114589005092,2.766394747472073
529647,2013-08-08 18:32:48.176,-116.44945101558456,33.5210741734003,2.65,15925.772779814815,4.35095736513853,4.845110066826243
529649,2013-08-08 18:34:14.514,-116.45057,33.51636,1.64,15925.773779097222,3.8267135539984984,4.741637085210688
529720,2013-08-08 22:29:03.329,-116.96527,33.98068,1.2,15925.936844085649,55.55138037968674,-42.74265472137029
529742,2013-08-09 01:26:44.585,-116.02174,33.19506,1.01,15926.060238252316,-31.798443170852103,44.66148815754014
529905,2013-08-10 01:04:11.836,-116.1914,33.27993,1.04,15927.044581435184,-22.421251810385478,28.84673488067711
529946,2013-08-10 05:01:12.590,-116.31734,33.31836,1.72,15927.209173495372,-18.17586471817775,17.131936575456244
530141,2013-08-10 22:59:12.431,-116.0178,33.03175,1.21,15927.957782766203,-49.95594528771889,45.11216278878737
530221,2013-08-11 04:59:59.365,-116.38245,33.39304,1.58,15928.208325983796,-9.880660025668465,11.072530916415264
530225,2013-08-11 05:20:06.317,-116.56714,33.44479,1.03,15928.222295335647,-4.130763996124968,-6.070154596607993
530242,2013-08-11 06:40:23.460,-116.71482,33.7044,1.02,15928.278049305556,24.754903512983294,-19.713002250673146
530413,2013-08-11 20:31:03.809,-116.67635,33.51366,1.37,15928.85490519676,3.538934662550199,-16.190100023029693
530424,2013-08-11 22:29:25.990,-116.79582,33.93249,1.07,15928.93710636574,50.13566102512462,-27.133603714619692
530446,2013-08-12 00:59:49.531,-116.6712,33.98443,1.09,15929.041545497686,55.885361826767436,-15.626822557012733
530477,2013-08-12 05:02:59.864,-116.44595,33.52998,1.53,15929.210415092593,5.341408921413848,5.169126576038444
530569,2013-08-12 09:07:52.200,-116.05783,33.73008,1.42,15929.380465277778,27.678038933979728,41.049181861013274
530577,2013-08-12 09:47:07.712,-116.32041,33.36178,1.45,15929.407728148148,-13.348284193241323,16.838271011278238
530587,2013-08-12 10:40:59.794,-116.95611,33.82079,1.39,15929.445136504628,37.76871764022795,-41.9764066725439
530609,2013-08-12 13:26:39.389,-116.71866,33.65557,1.11,15929.560178113425,19.32599501477251,-20.079600252029312
530616,2013-08-12 14:30:18.899,-116.15695,33.28139,1.02,15929.604385405095,-22.24882565719976,32.04862334230965
530617,2013-08-12 14:30:35.244,-116.15815,33.28258,1.09,15929.604574583333,-22.116872864252688,31.93663870077869
530636,2013-08-12 16:59:12.241,-116.10445,33.25246,1.11,15929.707780567129,-25.448286138283915,36.94112213090171
530651,2013-08-12 18:49:42.797,-116.4722,33.50667,2.07,15929.784523113425,2.7484557816560784,2.7367052605224895
530781,2013-08-13 10:05:26.590,-116.38541481458074,33.18330283196781,1.02,15930.42044664352,-33.20267757047363,10.823309739582108
530843,2013-08-13 18:55:42.291,-116.44705,33.50055,1.32,15930.788683923613,2.068888107681703,5.068889167077385
530862,2013-08-13 23:22:19.326,-116.80453,33.5838,1.03,15930.97383479167,11.365461295573292,-28.050772111070888
530887,2013-08-14 02:47:16.344,-116.78982,33.69115,1.14,15931.11616138889,23.298345507864823,-26.654927232102562
530975,2013-08-14 12:44:04.175,-116.47272,33.50507,1.27,15931.530603877314,2.570530316027554,2.688542255787857
531037,2013-08-14 18:40:14.446,-116.41917,33.04686,1.06,15931.777944976853,-48.377426514429054,7.693963251349206
531114,2013-08-15 07:04:16.897,-116.81657,33.98832,1.03,15932.294640011572,56.34930108151122,-29.028989549795927
531210,2013-08-15 15:29:22.459,-116.40033,33.3834,1.14,15932.64539883102,-10.954340960132797,9.413627397317402
531227,2013-08-15 17:56:31.780,-116.56621749460517,33.43949043091177,1.43,15932.747590046296,-4.720102684813343,-5.984927535688686
531277,2013-08-16 02:54:07.410,-116.37961655474489,33.18035530676651,1.29,15933.12091909722,-33.5298096799817,11.363290950506194
531373,2013-08-16 14:53:52.623,-116.1074,33.76425,1.25,15933.62074795139,31.459024049160334,36.45064337776231
531482,2013-08-17 11:32:55.165,-116.36113,33.35647,1.05,15934.481194039352,-13.944583425568071,13.057336412580327
531539,2013-08-17 20:11:10.571,-116.47715,33.48225,1.53,15934.84109457176,0.032956167748227634,2.278399905668129
531601,2013-08-18 05:51:27.895,-116.47753,33.48331,1.17,15935.244072858795,0.1508145173240939,2.2431301610569108
531623,2013-08-18 06:24:03.270,-116.07569,33.22294,1.16,15935.266704513891,-28.7201754741891,39.62885482401871
531808,2013-08-18 17:38:21.023,-116.45976,33.50997,1.01,15935.734965543981,3.115795995390412,3.889953011695377
531822,2013-08-18 19:13:19.839,-116.80879,33.70446,1.1,15935.8009240625,24.783386556243027,-28.40560934266489
531823,2013-08-18 19:17:25.582,-116.79188,33.69329,1.09,15935.803768310185,23.536833985455466,-26.84484796579106
531868,2013-08-19 01:36:20.612,-116.42943,33.48417,1.63,15936.06690523148,0.24851402870047998,6.703941083849895
531869,2013-08-19 01:36:40.540,-116.46601,33.475,1.01,15936.06713587963,-0.7729072437573052,3.3118327057468724
531870,2013-08-19 01:36:42.656,-116.42875,33.48415,1.24,15936.067160370369,0.24633423103469637,6.767006392755117
531952,2013-08-19 10:09:47.051,-116.68287,33.67904,1.12,15936.423461238428,21.929380504142543,-16.7624232878
531980,2013-08-19 13:58:56.812,-116.9766,33.94264,1.78,15936.582601990742,51.326277221647096,-43.80685207782472
532019,2013-08-19 21:18:57.517,-116.49656,33.50235,1.41,15936.888165706017,2.2677165951165676,0.47814960402858353
532117,2013-08-20 06:34:27.981,-116.69819,33.68499,1.82,15937.273934965277,22.593571662423198,-18.17875246304448
532175,2013-08-20 07:58:47.053,-116.84659,33.36263,1.79,15937.332489039352,-13.215328641269966,-32.02859329857512
532417,2013-08-21 02:27:43.606,-116.95735,33.98278,1.95,15938.102588032409,55.78164332662969,-42.0113499000987
532419,2013-08-21 02:35:19.796,-116.74199,33.65993,1.22,15938.10786800926,19.815564931283696,-22.237825516206723
532452,2013-08-21 05:10:37.987,-116.73655,33.23405,1.04,15938.21571744213,-27.541255174413294,-21.841352218037578
532568,2013-08-22 02:51:19.518,-116.01902,33.1774,1.38,15939.118975902778,-33.760970715239125,44.923659520045376
532643,2013-08-22 10:58:33.861,-116.40453,33.4477,1.03,15939.457336354164,-3.804880392545539,9.016980595799057
532669,2013-08-22 13:03:54.710,-116.61287,33.58126,1.11,15939.544383217593,11.04761126934614,-10.296868904957272
532689,2013-08-22 15:50:22.764,-116.73306,33.95204,1.26,15939.659985694443,52.29481536787242,-21.338571059251507
